Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
1244;0.00;-20958.00;0.48;0.12;-0.01;-1.04;0.02
1245;0.00;-20872.00;0.58;0.12;-0.02;-1.05;0.02
1246;0.00;-50.00;0.54;0.12;-0.01;-1.04;0.01
1247;0.00;-20700.00;0.55;0.12;-0.00;-1.03;0.01
1248;0.00;-20614.00;0.62;0.12;-0.01;-1.04;0.01
1249;0.00;-48.00;0.60;0.12;-0.01;-1.04;0.01
1250;0.00;-20442.00;0.60;0.12;-0.01;-1.04;0.01
1251;0.00;-20356.00;0.52;0.12;-0.01;-1.03;0.01
1252;0.00;-45.00;0.52;0.12;-0.01;-1.04;0.01
1253;0.00;-20183.00;0.48;0.12;-0.01;-1.04;0.01
1254;0.00;-128.00;0.50;0.12;-0.01;-1.04;0.01
1255;0.00;-42.00;0.43;0.12;-0.01;-1.04;0.01
1256;0.00;-19924.00;0.43;0.12;-0.01;-1.03;0.01
1257;0.00;-126.00;0.55;0.12;-0.00;-1.04;0.02
1258;0.00;-40.00;0.85
